date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2
2019-10-25,2020,0,,NOP,DAL,1413.72289907671,1467.55023515923,0.5660593650659544,0.43394063493404555,1403.83334921921,1477.43978501673,,,,,,,1524.31614631496,1568.44146372154,0.5629537999905867,0.4370462000094133,116,123
2019-10-25,2020,0,,DEN,PHO,1599.01617324357,1361.87397066132,0.8744341341252783,0.12556586587472174,1599.81560702161,1361.07453688328,,,,,,,1653.20820616088,1504.34377265619,0.8379064762861385,0.16209352371386154,108,107
2019-10-25,2020,0,,SAC,POR,1444.37580384279,1589.08081940943,0.4360170294400555,0.5639829705599445,1435.63872915042,1597.8178941018,,,,,,,1489.86685057391,1529.69002686966,0.5738741935137224,0.4261258064862776,112,122
2019-10-25,2020,0,,LAL,UTA,1467.24689066577,1599.46332222916,0.4537692522120096,0.5462307477879904,1478.16204235653,1588.5481705384,,,,,,,1623.90156511607,1610.96188866015,0.6543282023418242,0.3456717976581758,95,86
2019-10-26,2020,0,,MIL,MIA,1653.92016833512,1507.53501832376,0.8050728598360769,0.1949271401639231,1639.80718455701,1521.64800210187,,,,,,,1646.92311508914,1395.63650651711,0.8825983525982011,0.11740164740179893,126,131
2019-10-26,2020,0,,DET,PHI,1466.17433076091,1590.79581414713,0.46462603374634975,0.5353739662536503,1459.1274802429,1597.84266466514,,,,,,,1396.49723745592,1536.77182780993,0.44759175402073365,0.5524082459792663,111,117
2019-10-26,2020,0,,ATL,ORL,1447.68994405118,1545.63934472878,0.5029510153787565,0.4970489846212435,1453.9666890874,1539.36259969256,,,,,,,1401.55571591757,1531.1276283222,0.4576570849751202,0.5423429150248797,103,99
2019-10-26,2020,0,,NYK,BOS,1315.47734679743,1577.26574275976,0.2826551929939879,0.7173448070060121,1306.43367517732,1586.30941437987,,,,,,,1299.37231250605,1567.32789333803,0.268261728285929,0.731738271714071,95,118
2019-10-26,2020,0,,HOU,NOP,1641.67194955082,1403.83334921921,0.8748736350312032,0.1251263649687968,1642.77334231322,1402.73195645681,,,,,,,1715.72561442329,1522.64116713708,0.8723232857932539,0.1276767142067461,126,123
2019-10-26,2020,0,,CLE,IND,1347.09213241495,1494.64147567396,0.4319950453874706,0.5680049546125294,1360.09580523747,1481.63780285144,,,,,,,1353.49051205646,1501.45644964143,0.42346509125207926,0.5765349087479208,110,99
2019-10-26,2020,0,,CHI,TOR,1365.58319880598,1666.70291572254,0.23907851704807048,0.7609214829519295,1357.91299211991,1674.37312240861,,,,,,,1465.54953911121,1570.01827596184,0.49327139364116274,0.5067286063588372,84,108
2019-10-26,2020,0,,SAS,WAS,1555.94309383312,1451.40073968499,0.7644872758049489,0.2355127241950511,1557.89897629731,1449.4448572208,,,,,,,1497.07868388432,1416.68608882733,0.7871007086883816,0.21289929131161844,124,122
2019-10-26,2020,0,,UTA,SAC,1588.5481705384,1435.63872915042,0.8108992344823962,0.1891007655176038,1595.75747978182,1428.429419907,,,,,,,1611.14397754696,1487.62321651195,0.8116863011521359,0.18831369884786409,113,81
2019-10-26,2020,0,,PHO,LAC,1361.07453688328,1551.68744431104,0.372475879948324,0.627524120051676,1373.36009401078,1539.40188718354,,,,,,,1464.53631957887,1583.51323766291,0.41051340231528244,0.5894865976847176,130,122
2019-10-27,2020,0,,OKC,GSW,1525.75125649646,1605.12552892934,0.5296479869648077,0.47035201303519225,1544.99871813683,1585.87806728897,,,,,,,1560.5026169125,1600.21294494469,0.6017491532211353,0.3982508467788647,120,92
2019-10-27,2020,0,,MEM,BRK,1433.75225125292,1490.45546301097,0.5619885311733124,0.4380114688266876,1437.17451929254,1487.03319497135,,,,,,,1459.83768725999,1501.70482900068,0.5831889684814295,0.41681103151857046,134,133
2019-10-27,2020,0,,MIN,MIA,1497.84233645014,1521.64800210187,0.6079277350948822,0.3920722649051178,1504.0601500516,1515.43018850041,,,,,,,1579.25503405361,1390.51296496776,0.8703806200248425,0.1296193799751575,116,109
2019-10-27,2020,0,,DAL,POR,1477.43978501673,1597.8178941018,0.47070712668643977,0.5292928733135602,1472.9639659603,1602.29371315823,,,,,,,1573.2696042162,1531.92279563764,0.6954861674442748,0.3045138325557252,119,121
2019-10-27,2020,0,,LAL,CHO,1478.16204235653,1472.24056076448,0.6478799073623496,0.35212009263765043,1488.42501464271,1461.9775884783,,,,,,,1624.78160925301,1343.63264935344,0.9034464460269189,0.09655355397308107,120,101
2019-10-28,2020,0,,DET,IND,1459.1274802429,1481.63780285144,0.6097035888362496,0.39029641116375036,1462.67903204823,1478.08625104611,,,,,,,1395.54773189155,1499.00766816838,0.4973336370961278,0.5026663629038721,96,94
2019-10-28,2020,0,,NYK,CHI,1306.43367517732,1357.91299211991,0.5693764410936117,0.43062355890638826,1313.40840934324,1350.93825795399,,,,,,,1296.25072234808,1467.05602892748,0.3951873309258216,0.6048126690741784,105,98
2019-10-28,2020,0,,ATL,PHI,1453.9666890874,1597.84266466514,0.43719093301712314,0.5628090669828769,1449.8850627263,1601.92429102624,,,,,,,1402.55816200112,1658.50661078551,0.29573198242945026,0.7042680175705498,103,105
2019-10-28,2020,0,,TOR,ORL,1674.37312240861,1539.36259969256,0.7945918017770975,0.20540819822290246,1677.7391059197,1535.99661618147,,,,,,,1574.5092639397,1530.10463358098,0.6921666373411351,0.30783336265886485,104,95
2019-10-28,2020,0,,NOP,GSW,1402.73195645681,1585.87806728897,0.3825762762041133,0.6174237237958867,1394.8320589022,1593.77796484358,,,,,,,1524.39422010188,1595.56157727668,0.5977727684625349,0.4022272315374651,123,134
2019-10-28,2020,0,,MIL,CLE,1639.80718455701,1360.09580523747,0.8989665707547911,0.10103342924520886,1642.07734806228,1357.8256417322,,,,,,,1634.75584034992,1363.96950533028,0.893980673157377,0.10601932684262305,129,112
2019-10-28,2020,0,,HOU,OKC,1642.77334231322,1544.99871813683,0.7574008699490276,0.24259913005097244,1645.42272964997,1542.34933080008,,,,,,,1714.05000350712,1565.26925629173,0.8415829995520769,0.15841700044792306,116,112
2019-10-28,2020,0,,SAS,POR,1557.89897629731,1602.29371315823,0.5793460942903452,0.4206539057096548,1562.40208861198,1597.79060084356,,,,,,,1495.87636953719,1533.30942101865,0.6509751029524898,0.34902489704751016,113,110
2019-10-28,2020,0,,PHO,UTA,1373.36009401078,1595.75747978182,0.3307984539926264,0.6692015460073736,1370.92446954763,1598.19310424497,,,,,,,1507.85210695171,1616.62605558239,0.49466794950751264,0.5053320504924874,95,96
2019-10-28,2020,0,,SAC,DEN,1428.429419907,1599.81560702161,0.39868868390692386,0.6013113160930761,1422.08367088159,1606.16135604702,,,,,,,1483.36740162021,1651.47300037601,0.39587025582025615,0.6041297441797439,94,101
2019-10-28,2020,0,,LAC,CHO,1539.40188718354,1461.9775884783,0.7352328250920666,0.26476717490793344,1545.6450952017,1455.73438046014,,,,,,,1581.58451892027,1342.66366980876,0.8976934089663654,0.1023065910336346,111,96
2019-10-29,2020,0,,MIA,ATL,1515.43018850041,1449.8850627263,0.7217089327798939,0.2782910672201061,1522.04735857392,1443.26789265279,,,,,,,1514.39442357326,1403.26321494674,0.8029352113047558,0.19706478869524424,112,97
2019-10-29,2020,0,,DEN,DAL,1606.16135604702,1472.9639659603,0.7928830437747677,0.2071169562252323,1595.26271814814,1483.86260385918,,,,,,,1652.36199453939,1575.74566569206,0.7245015789367342,0.27549842106326583,106,109
2019-10-29,2020,0,,LAL,MEM,1488.42501464271,1437.17451929254,0.7048846425550213,0.29511535744497874,1499.65747149652,1425.94206243873,,,,,,,1623.84758482608,1459.54045610247,0.8242458637508385,0.17575413624916147,120,91
2019-10-30,2020,0,,ORL,NYK,1535.99661618147,1313.40840934324,0.8649430342677408,0.13505696573225923,1538.49496875145,1310.91005677326,,,,,,,1529.2787305903,1280.04910914853,0.8773294396320102,0.12267056036798984,95,83
2019-10-30,2020,0,,PHI,MIN,1601.92429102624,1504.0601500516,0.7574955411020428,0.24250445889795724,1609.25629460726,1496.72814647058,,,,,,,1657.7818691436,1578.27862751934,0.7311901048715213,0.26880989512847875,117,95
2019-10-30,2020,0,,CLE,CHI,1357.8256417322,1350.93825795399,0.649147314358774,0.35085268564122596,1362.82430352541,1345.93959616078,,,,,,,1363.19798151122,1462.24460531027,0.4994214127217388,0.5005785872782612,117,111
2019-10-30,2020,0,,BRK,IND,1487.03319497135,1478.08625104611,0.6518427309813374,0.3481572690186626,1472.21243698754,1492.90700902992,,,,,,,1502.00928858841,1498.10803623812,0.6316986193912091,0.3683013806087909,108,118
2019-10-30,2020,0,,TOR,DET,1677.7391059197,1462.67903204823,0.859800210261495,0.140199789738505,1680.34506806335,1460.07306990458,,,,,,,1575.34827548986,1389.39934822116,0.8350512076493526,0.1649487923506474,125,113
2019-10-30,2020,0,,BOS,MIL,1586.30941437987,1642.07734806228,0.5633133711379785,0.4366866288620215,1595.59777165708,1632.78899078507,,,,,,,1521.68825630277,1636.8246310262,0.47302151675923493,0.5269784832407651,116,105
2019-10-30,2020,0,,WAS,HOU,1449.4448572208,1645.42272964997,0.365286196970076,0.634713803029924,1446.70251228529,1648.16507458548,,,,,,,1427.14862372085,1713.93363389664,0.2453490145895884,0.7546509854104115,158,159
2019-10-30,2020,0,,OKC,POR,1542.34933080008,1597.79060084356,0.5637758848545721,0.4362241151454279,1535.81260624889,1604.32732539475,,,,,,,1523.52608338896,1533.57507569048,0.6307296553846172,0.3692703446153828,99,102
2019-10-30,2020,0,,SAC,CHO,1422.08367088159,1455.73438046014,0.5943402511746667,0.4056597488253333,1411.52302874946,1466.29502259227,,,,,,,1482.4791506945,1353.62135981354,0.7836655130891484,0.21633448691085155,111,118
2019-10-30,2020,0,,UTA,LAC,1598.19310424497,1545.6450952017,0.7064359982937245,0.2935640017062755,1604.92322637732,1538.91497306935,,,,,,,1617.25246442578,1581.96339845391,0.7226181683447274,0.27738183165527264,110,96
2019-10-30,2020,0,,GSW,PHO,1593.77796484358,1370.92446954763,0.8651213281703906,0.13487867182960944,1568.09117530357,1396.61125908764,,,,,,,1531.18711191044,1507.59776624555,0.6511204196806166,0.3488795803193834,110,121
2019-10-31,2020,0,,ATL,MIA,1443.26789265279,1522.04735857392,0.5305008852393066,0.4694991147606934,1432.76192861699,1532.55332260972,,,,,,,1363.12217689276,1490.36257301889,0.4629039966229102,0.5370960033770897,97,106
2019-10-31,2020,0,,NOP,DEN,1394.8320589022,1595.26271814814,0.359364065239115,0.640635934760885,1413.58946894824,1576.5053081021,,,,,,,1521.8214829056,1650.66124479801,0.45690725068470633,0.5430927493152937,122,107
2019-10-31,2020,0,,LAC,SAS,1538.91497306935,1562.40208861198,0.6083647190290009,0.3916352809709991,1544.62243586301,1556.69462581832,,,,,,,1580.42641995186,1495.62825810782,0.6872658985521907,0.31273410144780933,103,97
2019-11-01,2020,0,,IND,CLE,1492.90700902992,1362.82430352541,0.7899231953911529,0.21007680460884715,1495.89219137322,1359.83912118211,,,,,,,1450.65419773075,1364.38506050793,0.7408759804234709,0.2591240195765291,102,95
2019-11-01,2020,0,,ORL,MIL,1538.49496875145,1632.78899078507,0.5082108241870658,0.49178917581293424,1515.09290938144,1656.19105015508,,,,,,,1529.13998963941,1636.31693265884,0.4897083472246018,0.5102916527753982,91,123
2019-11-01,2020,0,,BRK,HOU,1472.21243698754,1648.16507458548,0.39240393761321546,0.6075960623867845,1483.09692683912,1637.2805847339,,,,,,,1499.52433697448,1712.78078493662,0.33463031904594587,0.6653696809540541,123,116
2019-11-01,2020,0,,BOS,NYK,1595.59777165708,1310.91005677326,0.9015387978006985,0.09846120219930155,1596.32535891392,1310.18246951642,,,,,,,1554.97078886954,1280.18544839715,0.8958878541962985,0.10411214580370154,104,102
2019-11-01,2020,0,,CHI,DET,1345.93959616078,1460.07306990458,0.47967150833360495,0.520328491666395,1354.07874125603,1451.93392480933,,,,,,,1461.05915184372,1388.95222501167,0.7273269285742654,0.2726730714257346,112,106
2019-11-01,2020,0,,DAL,LAL,1483.86260385918,1499.65747149652,0.6188626870936532,0.3811373129063468,1470.94458537042,1512.57548998528,,,,,,,1582.47104335372,1615.66680176497,0.5943541731822484,0.40564582681775163,110,119
2019-11-01,2020,0,,SAC,UTA,1411.52302874946,1604.92322637732,0.36873331404546117,0.6312666859545388,1417.03816816544,1599.40808696134,,,,,,,1479.6658979263,1620.1180285564,0.43602926681684323,0.5639707331831567,102,101
2019-11-01,2020,0,,GSW,SAS,1568.09117530357,1556.69462581832,0.6550359894797944,0.34496401052020564,1547.02452878549,1577.7612723364,,,,,,,1414.55936547011,1495.3350742293,0.5855684885668851,0.41443151143311485,110,127
2019-11-02,2020,0,,OKC,NOP,1535.81260624889,1413.58946894824,0.7823168390685575,0.21768316093144247,1539.88296201619,1409.51911318094,,,,,,,1528.08831265025,1524.88785113952,0.6528657153256724,0.3471342846743276,115,104
2019-11-02,2020,0,,DET,BRK,1451.93392480933,1483.09692683912,0.5977881803720029,0.4022118196279971,1456.75585461639,1478.27499703206,,,,,,,1411.89198899057,1501.64980939,0.5183594915449887,0.4816405084550113,113,109
2019-11-02,2020,0,,ORL,DEN,1515.09290938144,1576.5053081021,0.5553048099218362,0.4446951900781638,1507.84526963176,1583.75294785178,,,,,,,1523.247980299,1647.6981027119,0.3948252634142192,0.6051747365857808,87,91
2019-11-02,2020,0,,MEM,PHO,1425.94206243873,1396.61125908764,0.6779764666679887,0.3220235333320113,1411.22026199318,1411.33305953319,,,,,,,1455.85314700734,1510.40274365841,0.5586827496846372,0.44131725031536284,105,114
2019-11-02,2020,0,,WAS,MIN,1446.70251228529,1496.72814647058,0.5714269800662429,0.42857301993375707,1425.85755685857,1517.57310189729,,,,,,,1427.18701978905,1575.30140664778,0.42182358299671496,0.578176417003285,109,131
2019-11-02,2020,0,,MIL,TOR,1656.19105015508,1680.34506806335,0.6074496708524546,0.3925503291475454,1663.87236729228,1672.66375092615,,,,,,,1644.32025842344,1575.81302640288,0.6609468378762446,0.33905316212375536,115,105
2019-11-02,2020,0,,GSW,CHO,1547.02452878549,1466.29502259227,0.7389199768766096,0.2610800231233904,1533.66526337779,1479.65428799997,,,,,,,1422.70662413087,1345.02777210472,0.671852013906153,0.328147986093847,87,93
2019-11-02,2020,0,,POR,PHI,1604.32732539475,1609.25629460726,0.6335026392144937,0.3664973607855063,1598.78464429613,1614.79897570588,,,,,,,1534.81790952719,1661.80484865332,0.45935765628000647,0.5406423437199935,128,129
2019-11-03,2020,0,,IND,CHI,1495.89219137322,1354.07874125603,0.8009097634351632,0.19909023656483682,1499.98018467596,1349.99074795329,,,,,,,1425.02845740202,1460.95406295466,0.5905955359019636,0.40940446409803644,108,95
2019-11-03,2020,0,,NYK,SAC,1310.18246951642,1417.03816816544,0.49013513686025717,0.5098648631397429,1293.65987832775,1433.56075935411,,,,,,,1268.9533684628,1484.24946718496,0.3485502115063346,0.6514497884936654,92,113
2019-11-03,2020,0,,MIA,HOU,1532.55332260972,1637.2805847339,0.49319734271983956,0.5068026572801605,1554.2589893547,1615.57491798892,,,,,,,1424.13923597041,1711.90870880392,0.24815023303275976,0.7518497669672403,129,100
2019-11-03,2020,0,,SAS,LAL,1577.7612723364,1512.57548998528,0.7212932846702703,0.2787067153297297,1563.77714835514,1526.55961396654,,,,,,,1474.05029637354,1605.52139639792,0.4412740238336347,0.5587259761663653,96,103
2019-11-03,2020,0,,CLE,DAL,1359.83912118211,1470.94458537042,0.484023393065518,0.515976606934482,1344.12189299356,1486.66181355897,,,,,,,1364.63093037605,1576.05328107927,0.34869801495772207,0.6513019850422779,111,131
2019-11-03,2020,0,,LAC,UTA,1544.62243586301,1599.40808696134,0.564703821494298,0.435296178505702,1553.87419635362,1590.15632647073,,,,,,,1573.74653018029,1622.3416862154,0.5686456899365254,0.4313543100634746,105,94
2019-11-04,2020,0,,WAS,DET,1425.85755685857,1456.75585461639,0.5981544947867073,0.40184550521329265,1436.56442514757,1446.04898632739,,,,,,,1416.93703961667,1423.06372551647,0.6253980210072825,0.3746019789927175,115,99
2019-11-04,2020,0,,BRK,NOP,1478.27499703206,1409.51911318094,0.7254058209849846,0.27459417901501537,1483.29630753965,1404.49780267335,,,,,,,1507.32230677646,1529.60782199568,0.606824748853667,0.393175251146333,135,125
2019-11-04,2020,0,,MIN,MIL,1517.57310189729,1663.87236729228,0.433761629652593,0.566238370347407,1500.17451577146,1681.27095341811,,,,,,,1497.89528836968,1645.49269958312,0.426164226581898,0.573835773418102,106,134
2019-11-04,2020,0,,MEM,HOU,1411.22026199318,1615.57491798892,0.3541804301399707,0.6458195698600293,1405.72015799707,1621.07502198503,,,,,,,1457.43109068346,1700.4081149538,0.36383856351993504,0.636161436480065,100,107
2019-11-04,2020,0,,PHO,PHI,1411.33305953319,1614.79897570588,0.35535151741561666,0.6446484825843833,1421.22511925691,1604.90691598216,,,,,,,1487.91121618813,1542.03359441718,0.5662400618536472,0.43375993814635283,114,109
2019-11-04,2020,0,,GSW,POR,1533.66526337779,1598.78464429613,0.5500292761977542,0.4499707238022458,1542.18733583158,1590.26257184234,,,,,,,1189.94643808093,1522.7599950321,0.20358041262439186,0.7964195873756081,127,118
2019-11-05,2020,0,,CHO,IND,1479.65428799997,1499.98018467596,0.6126917356408347,0.3873082643591653,1483.17285886482,1496.46161381111,,,,,,,1345.0757946665,1447.21608441871,0.47869596231294237,0.5213040376870577,122,120
2019-11-05,2020,0,,CLE,BOS,1344.12189299356,1596.32535891392,0.2939754853844994,0.7060245146155006,1340.06892818633,1600.37832372115,,,,,,,1361.34776042541,1557.25575598271,0.36750179167425395,0.632498208325746,113,119
2019-11-05,2020,0,,ATL,SAS,1432.76192861699,1563.77714835514,0.4554836974889111,0.5445163025110888,1442.90117080893,1553.6379061632,,,,,,,1327.82748271384,1472.95829318988,0.44503895268089494,0.5549610473191051,108,100
2019-11-05,2020,0,,OKC,ORL,1539.88296201619,1507.84526963176,0.6813689434018251,0.3186310565981749,1545.11608702613,1502.61214462182,,,,,,,1532.50621850565,1530.02149964076,0.6557692563160343,0.34423074368396567,102,94
2019-11-05,2020,0,,CHI,LAL,1349.99074795329,1526.55961396654,0.39155850393867814,0.6084414960613218,1344.28464487227,1532.26571704756,,,,,,,1458.9097155111,1600.41922017233,0.4447307801357349,0.555269219864265,112,118
2019-11-05,2020,0,,DEN,MIA,1583.75294785178,1554.2589893547,0.6781814818784841,0.32181851812151585,1593.30622202644,1544.70571518004,,,,,,,1657.28919803837,1499.09888495287,0.8476752213701989,0.1523247786298011,109,89
2019-11-06,2020,0,,DET,NYK,1446.04898632739,1293.65987832775,0.8104395055243353,0.1895604944756647,1451.21584307281,1288.49302158233,,,,,,,1388.04058267798,1267.91763022365,0.781606549970874,0.21839345002912602,122,102
2019-11-06,2020,0,,IND,WAS,1496.46161381111,1436.56442514757,0.7151321999727547,0.2848678000272453,1503.2622989231,1429.76374003558,,,,,,,1440.62191380735,1425.11122399112,0.5969937342082242,0.4030062657917758,121,106
2019-11-06,2020,0,,ATL,CHI,1442.90117080893,1344.28464487227,0.7582902551051109,0.24170974489488906,1413.36628183886,1373.81953384234,,,,,,,1331.41061980228,1457.91491108084,0.46911758435322987,0.5308824156467702,93,113
2019-11-06,2020,0,,TOR,SAC,1672.66375092615,1433.56075935411,0.875668230468864,0.124331769531136,1673.90080090664,1432.32370937362,,,,,,,1578.96916949927,1486.56186330115,0.7451617830582558,0.25483821694174424,124,120
2019-11-06,2020,0,,HOU,GSW,1621.07502198503,1542.18733583158,0.7368694220865915,0.26313057791340855,1627.81837612066,1535.44398169595,,,,,,,1693.4805922184,1193.29447755116,0.9693133549636466,0.030686645036353433,129,112
2019-11-06,2020,0,,MEM,MIN,1405.72015799707,1500.17451577146,0.5079801430003915,0.4920198569996085,1419.49325960633,1486.4014141622,,,,,,,1455.50574719823,1565.51199130034,0.48368302350731307,0.5163169764926869,137,121
2019-11-06,2020,0,,DAL,ORL,1486.66181355897,1502.61214462182,0.6186515785221108,0.38134842147788917,1489.55034229222,1499.72361588857,,,,,,,1581.68322323584,1521.48158030595,0.7569237935378533,0.24307620646214667,107,106
2019-11-06,2020,0,,UTA,PHI,1590.15632647073,1604.90691598216,0.6202795770918221,0.37972042290817787,1593.59156034595,1601.47168210694,,,,,,,1620.53265329111,1661.08245411601,0.6261291392596376,0.37387086074036235,106,104
2019-11-06,2020,0,,LAC,MIL,1553.87419635362,1681.27095341811,0.46065441355499875,0.5393455864450012,1547.52965602756,1687.61549374417,,,,,,,1575.51769250083,1650.34874280978,0.5414080742114197,0.4585919257885803,124,129
2019-11-07,2020,0,,CHO,BOS,1483.17285886482,1600.37832372115,0.4752595665340421,0.5247404334659579,1467.28257816385,1616.26860442212,,,,,,,1340.15176613595,1594.08015275135,0.29353244154287494,0.706467558457125,87,108
2019-11-07,2020,0,,SAS,OKC,1553.6379061632,1545.11608702613,0.6512871445723849,0.3487128554276151,1559.88423842856,1538.86975476077,,,,,,,1442.58014089146,1486.61549205635,0.5730771385369371,0.4269228614630629,121,112
2019-11-07,2020,0,,PHO,MIA,1421.22511925691,1544.70571518004,0.4662600585290368,0.5337399414709632,1408.35692797568,1557.57390646127,,,,,,,1524.902722821,1517.55197117286,0.6569951118351124,0.3430048881648876,108,124
2019-11-07,2020,0,,LAC,POR,1547.52965602756,1590.26257184234,0.5816756340616257,0.4183243659383743,1553.71582228978,1584.07640558012,,,,,,,1631.98826128344,1519.68371767546,0.7182098547655265,0.28179014523447354,107,101
2019-11-08,2020,0,,ORL,MEM,1499.72361588857,1419.49325960633,0.7383652800370858,0.2616347199629142,1510.20509480875,1409.01178068615,,,,,,,1532.25396338012,1461.0178250572,0.718440860820963,0.28155913917903697,118,86
2019-11-08,2020,0,,WAS,CLE,1429.76374003558,1340.06892818633,0.748752713651963,0.25124728634803695,1408.13245827297,1361.70020994894,,,,,,,1421.64790044242,1409.19895689587,0.6452350573832594,0.35476494261674063,100,113
